sep=,
Tmf8828 Arduino Uno 
#Conf,Period=264ms,KIter=500
# ... reset
#Obj,65,0,18,18,388525,0,0,496,36,503,22,499,41,0,0,1051,14,0,0,2193,28,0,0,480,17,500,24,503,17,568,35,2405,19,808,16,0,0,2112,31,0,0,0,0,0,0,0,0,897,58,0,0,2031,60,0,0,0,0,0,0,0,0,723,14,907,49,777,59,0,0,1141,16,0,0,0,0,0,0
#Obj,65,1,18,19,767627,465,45,680,19,476,22,738,57,871,9,809,59,0,0,2063,20,0,0,461,52,0,0,450,52,729,51,866,16,809,42,2359,17,0,0,0,0,0,0,0,0,933,61,0,0,2230,44,1157,31,0,0,0,0,0,0,0,0,0,0,954,54,0,0,2140,54,958,35,0,0,0,0,0,0
#Obj,65,2,18,15,1153535,520,27,496,47,0,0,487,9,0,0,2092,50,0,0,0,0,0,0,505,26,517,43,919,52,775,73,2552,13,2036,48,0,0,0,0,0,0,856,13,786,41,0,0,917,73,0,0,0,0,0,0,0,0,0,0,847,18,738,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,65,3,18,18,1531493,466,48,504,10,473,9,753,69,2352,28,1213,11,0,0,0,0,0,0,456,63,701,35,445,18,756,48,2232,42,1210,13,0,0,0,0,0,0,0,0,711,41,892,76,0,0,0,0,2048,32,0,0,0,0,0,0,0,0,0,0,856,82,854,45,0,0,2040,12,0,0,0,0,0,0
#Obj,65,4,18,18,1831091,929,11,501,36,503,20,510,41,0,0,1049,13,0,0,2199,24,0,0,478,20,499,19,504,20,566,40,2365,20,814,24,0,0,2103,27,0,0,0,0,0,0,0,0,898,58,0,0,2012,61,0,0,0,0,0,0,0,0,0,0,902,50,774,61,0,0,1136,27,0,0,0,0,0,0
#Obj,65,5,18,19,2124607,455,43,679,17,468,22,733,57,2246,46,803,55,0,0,2062,19,0,0,460,54,0,0,450,55,728,53,868,17,805,45,2348,18,2417,10,0,0,0,0,0,0,934,61,0,0,0,0,1147,27,0,0,0,0,0,0,0,0,0,0,743,36,0,0,2136,54,946,34,0,0,0,0,0,0
#Obj,65,6,18,12,2425403,513,22,498,49,0,0,912,73,0,0,2089,50,0,0,0,0,0,0,504,28,515,42,915,52,771,72,0,0,2040,48,0,0,0,0,0,0,0,0,781,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,30,2265,15,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,65,7,25,17,2718971,461,46,698,40,889,75,753,68,2327,25,1226,12,0,0,0,0,0,0,460,63,705,34,444,19,755,49,2219,45,811,9,0,0,0,0,0,0,0,0,0,0,2199,14,0,0,0,0,2051,35,0,0,0,0,0,0,0,0,0,0,855,83,856,46,0,0,1205,16,0,0,0,0,0,0
