#Obj,65,27,27,0,5023901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,67,28,27,16,5104089,28,132,35,132,35,135,28,140,22,141,20,143,37,120,47,123,0,0,28,131,34,134,33,139,30,133,18,142,33,141,36,121,49,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,66,28,27,16,5187693,33,131,46,130,43,135,31,142,30,143,26,145,44,112,47,111,0,0,33,130,46,130,42,142,32,132,23,143,40,139,44,112,48,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,65,28,27,0,5224723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,67,29,27,16,5304313,28,130,34,136,32,144,30,130,11,139,38,134,34,126,50,117,0,0,28,130,33,138,31,144,29,132,11,139,38,133,33,126,48,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,66,29,27,16,5388791,33,132,46,133,39,148,32,127,11,140,42,124,45,114,47,115,0,0,33,132,44,138,33,147,31,129,11,142,42,127,44,114,46,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,65,30,27,0,5424247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,67,30,27,16,5504401,28,131,35,134,32,141,23,145,27,135,25,132,38,117,49,112,0,0,27,134,35,131,24,145,30,136,21,134,37,130,39,112,50,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,66,31,27,16,5589731,31,143,46,130,26,152,32,126,30,134,42,117,46,103,47,119,0,0,30,144,45,136,25,152,32,129,30,134,41,122,45,104,46,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,65,31,27,0,5624229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,67,31,27,16,5704743,26,138,34,132,20,147,28,139,22,141,20,143,37,119,47,123,0,0,28,131,34,133,33,140,30,133,18,143,32,141,36,121,49,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,66,32,27,16,5790885,33,131,46,131,43,135,31,141,30,143,26,145,45,112,47,111,0,0,33,130,46,130,42,142,32,130,23,143,40,139,44,112,48,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,65,32,27,1,5824425,0,0,0,0,0,0,0,0,0,0,2159,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,67,33,27,16,5907239,28,131,34,136,31,144,30,130,11,140,37,134,34,126,48,117,0,0,28,131,33,138,31,144,29,131,11,140,38,132,33,127,47,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,66,33,27,16,5992721,33,132,46,133,39,148,32,127,11,141,42,124,45,113,47,115,0,0,33,132,44,138,32,146,31,129,11,142,42,127,44,114,46,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,65,34,27,0,6025305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Obj,67,34,27,16,6105997,28,131,35,135,32,141,23,145,27,134,25,133,38,117,49,111,0,0,27,134,35,132,23,146,29,136,21,135,36,130,38,112,49,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
